gene_id,UniProtEntry,Uniprot Entry,Uniprot Entry name,Gene names,Protein names,HGNC ID,HGNC_Symbol,Approved name,IDG dark kinase,Kinhub Kinase,Manning Kinase,Group,Family,Uniprot_kinaseactivity,PfamDomain,DomainStart,DomainEnd,ProKinO,Fold_Annotation,Fold,Annotation_Score,INDRA_network,Pseudokinase
8844,sp|Q8IVT5|KSR1_HUMAN,Q8IVT5,KSR1_HUMAN,KSR1 KSR,Kinase suppressor of Ras 1,HGNC:6465,KSR1,kinase suppressor of ras 1,0,1,1,TKL,RAF,1,Pkinase_Tyr,614.0,879.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.980603313,http://ndexbio.org/#/network/2b26bff8-5e22-11ea-bfdc-0ac135e8bacf,1
283455,sp|Q6VAB6|KSR2_HUMAN,Q6VAB6,KSR2_HUMAN,KSR2,Kinase suppressor of Ras 2 (hKSR2) (EC 2.7.11.1),HGNC:18610,KSR2,kinase suppressor of ras 2,0,1,1,TKL,RAF,1,Pkinase_Tyr,666.0,930.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.78203322,http://ndexbio.org/#/network/2db4e6cd-5d92-11ea-bfdc-0ac135e8bacf,1
6850,sp|P43405|KSYK_HUMAN,P43405,KSYK_HUMAN,SYK,Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk),HGNC:11491,SYK,spleen associated tyrosine kinase,0,1,1,TK,Syk,1,Pkinase_Tyr,373.0,628.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,4.707226117,http://ndexbio.org/#/network/4abe3d6c-5db0-11ea-bfdc-0ac135e8bacf,0
9113,sp|O95835|LATS1_HUMAN,O95835,LATS1_HUMAN,LATS1 WARTS,Serine/threonine-protein kinase LATS1 (EC 2.7.11.1) (Large tumor suppressor homolog 1) (WARTS protein kinase) (h-warts),HGNC:6514,LATS1,large tumor suppressor kinase 1,0,1,1,AGC,NDR,1,Pkinase,705.0,1010.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.57483701,http://ndexbio.org/#/network/62b70412-5db0-11ea-bfdc-0ac135e8bacf,0
26524,sp|Q9NRM7|LATS2_HUMAN,Q9NRM7,LATS2_HUMAN,LATS2 KPM,Serine/threonine-protein kinase LATS2 (EC 2.7.11.1) (Kinase phosphorylated during mitosis protein) (Large tumor suppressor homolog 2) (Serine/threonine-protein kinase kpm) (Warts-like kinase),HGNC:6515,LATS2,large tumor suppressor kinase 2,0,1,1,AGC,NDR,1,Pkinase,668.0,973.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.995990305,http://ndexbio.org/#/network/34119e0e-5e22-11ea-bfdc-0ac135e8bacf,0
3932,sp|P06239|LCK_HUMAN,P06239,LCK_HUMAN,LCK,Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK),HGNC:6524,LCK,"LCK proto-oncogene, Src family tyrosine kinase",0,1,1,TK,Src,1,Pkinase_Tyr,245.0,496.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.666994415,http://ndexbio.org/#/network/6ef2e1e8-5db0-11ea-bfdc-0ac135e8bacf,0
3984,sp|P53667|LIMK1_HUMAN,P53667,LIMK1_HUMAN,LIMK1 LIMK,LIM domain kinase 1 (LIMK-1) (EC 2.7.11.1),HGNC:6613,LIMK1,LIM domain kinase 1,0,1,1,TKL,LISK,1,Pkinase_Tyr,339.0,605.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.059538158,http://ndexbio.org/#/network/7a24c9ce-5db0-11ea-bfdc-0ac135e8bacf,0
3985,sp|P53671|LIMK2_HUMAN,P53671,LIMK2_HUMAN,LIMK2,LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1),HGNC:6614,LIMK2,LIM domain kinase 2,0,1,1,TKL,LISK,1,Pkinase_Tyr,331.0,602.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.6536789280000002,http://ndexbio.org/#/network/3c478304-5e22-11ea-bfdc-0ac135e8bacf,0
9625,sp|Q6ZMQ8|LMTK1_HUMAN,Q6ZMQ8,LMTK1_HUMAN,AATK AATYK KIAA0641 LMR1 LMTK1,Serine/threonine-protein kinase LMTK1 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase) (AATYK) (Brain apoptosis-associated tyrosine kinase) (CDK5-binding protein) (Lemur tyrosine kinase 1) (p35-binding protein) (p35BP),HGNC:21,AATK,apoptosis associated tyrosine kinase,0,1,1,TK,Lmr,1,Pkinase_Tyr,125.0,397.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.998509013,http://ndexbio.org/#/network/51492dac-5d92-11ea-bfdc-0ac135e8bacf,0
22853,sp|Q8IWU2|LMTK2_HUMAN,Q8IWU2,LMTK2_HUMAN,LMTK2 AATYK2 BREK KIAA1079 KPI2 LMR2,Serine/threonine-protein kinase LMTK2 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase 2) (Brain-enriched kinase) (hBREK) (CDK5/p35-regulated kinase) (CPRK) (Kinase/phosphatase/inhibitor 2) (Lemur tyrosine kinase 2) (Serine/threonine-protein kinase KPI-2),HGNC:17880,LMTK2,lemur tyrosine kinase 2,1,1,1,TK,Lmr,1,Pkinase_Tyr,137.0,409.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.688362293,http://ndexbio.org/#/network/574920d2-5d92-11ea-bfdc-0ac135e8bacf,0
114783,sp|Q96Q04|LMTK3_HUMAN,Q96Q04,LMTK3_HUMAN,LMTK3 KIAA1883 TYKLM3,Serine/threonine-protein kinase LMTK3 (EC 2.7.11.1) (Lemur tyrosine kinase 3),HGNC:19295,LMTK3,lemur tyrosine kinase 3,1,1,1,TK,Lmr,1,Pkinase_Tyr,133.0,410.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.399710962,http://ndexbio.org/#/network/5d60baa8-5d92-11ea-bfdc-0ac135e8bacf,0
79705,sp|Q38SD2|LRRK1_HUMAN,Q38SD2,LRRK1_HUMAN,LRRK1 KIAA1790,Leucine-rich repeat serine/threonine-protein kinase 1 (EC 2.7.11.1),HGNC:18608,LRRK1,leucine rich repeat kinase 1,1,1,1,TKL,LRRK,1,Pkinase,1242.0,1522.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.085351088,http://ndexbio.org/#/network/63311252-5d92-11ea-bfdc-0ac135e8bacf,0
120892,sp|Q5S007|LRRK2_HUMAN,Q5S007,LRRK2_HUMAN,LRRK2 PARK8,Leucine-rich repeat serine/threonine-protein kinase 2 (EC 2.7.11.1) (Dardarin),HGNC:18618,LRRK2,leucine rich repeat kinase 2,0,1,1,TKL,LRRK,1,Pkinase,1882.0,2134.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.001664196,http://ndexbio.org/#/network/85d66904-5db0-11ea-bfdc-0ac135e8bacf,0
4058,sp|P29376|LTK_HUMAN,P29376,LTK_HUMAN,LTK TYK1,Leukocyte tyrosine kinase receptor (EC 2.7.10.1) (Protein tyrosine kinase 1),HGNC:6721,LTK,leukocyte receptor tyrosine kinase,1,1,1,TK,ALK,1,Pkinase_Tyr,510.0,779.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.789229607,http://ndexbio.org/#/network/6f76db3b-5d92-11ea-bfdc-0ac135e8bacf,0
4067,sp|P07948|LYN_HUMAN,P07948,LYN_HUMAN,LYN JTK8,Tyrosine-protein kinase Lyn (EC 2.7.10.2) (Lck/Yes-related novel protein tyrosine kinase) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn),HGNC:6735,LYN,"LYN proto-oncogene, Src family tyrosine kinase",0,1,1,TK,Src,1,Pkinase_Tyr,247.0,499.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,4.4386594960000005,http://ndexbio.org/#/network/9557adda-5db0-11ea-bfdc-0ac135e8bacf,0
4214,sp|Q13233|M3K1_HUMAN,Q13233,M3K1_HUMAN,MAP3K1 MAPKKK1 MEKK MEKK1,Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1),HGNC:6848,MAP3K1,mitogen-activated protein kinase kinase kinase 1,0,1,1,STE,STE11,1,Pkinase,1243.0,1508.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.417918245,http://ndexbio.org/#/network/9fb30be0-5db0-11ea-bfdc-0ac135e8bacf,0
4294,sp|Q02779|M3K10_HUMAN,Q02779,M3K10_HUMAN,MAP3K10 MLK2 MST,Mitogen-activated protein kinase kinase kinase 10 (EC 2.7.11.25) (Mixed lineage kinase 2) (Protein kinase MST),HGNC:6849,MAP3K10,mitogen-activated protein kinase kinase kinase 10,1,1,1,TKL,MLK,1,Pkinase_Tyr,98.0,358.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.1896874290000001,http://ndexbio.org/#/network/7f8544e7-5d92-11ea-bfdc-0ac135e8bacf,0
4296,sp|Q16584|M3K11_HUMAN,Q16584,M3K11_HUMAN,MAP3K11 MLK3 PTK1 SPRK,Mitogen-activated protein kinase kinase kinase 11 (EC 2.7.11.25) (Mixed lineage kinase 3) (Src-homology 3 domain-containing proline-rich kinase),HGNC:6850,MAP3K11,mitogen-activated protein kinase kinase kinase 11,0,1,1,TKL,MLK,1,Pkinase_Tyr,117.0,378.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.643400006,http://ndexbio.org/#/network/44768b2a-5e22-11ea-bfdc-0ac135e8bacf,0
7786,sp|Q12852|M3K12_HUMAN,Q12852,M3K12_HUMAN,MAP3K12 ZPK,Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase),HGNC:6851,MAP3K12,mitogen-activated protein kinase kinase kinase 12,0,1,1,TKL,MLK,1,Pkinase_Tyr,125.0,366.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.385835776,http://ndexbio.org/#/network/57bc2b00-5e22-11ea-bfdc-0ac135e8bacf,0
9175,sp|O43283|M3K13_HUMAN,O43283,M3K13_HUMAN,MAP3K13 LZK,Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25) (Leucine zipper-bearing kinase) (Mixed lineage kinase) (MLK),HGNC:6852,MAP3K13,mitogen-activated protein kinase kinase kinase 13,0,1,1,TKL,MLK,1,Pkinase_Tyr,168.0,409.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.7383863009999999,http://ndexbio.org/#/network/90a74179-5d92-11ea-bfdc-0ac135e8bacf,0
9020,sp|Q99558|M3K14_HUMAN,Q99558,M3K14_HUMAN,MAP3K14 NIK,Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK),HGNC:6853,MAP3K14,mitogen-activated protein kinase kinase kinase 14,1,1,1,STE,STE-Unique,1,Pkinase,406.0,647.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.610087602,http://ndexbio.org/#/network/a9de5936-5db0-11ea-bfdc-0ac135e8bacf,0
389840,sp|Q6ZN16|M3K15_HUMAN,Q6ZN16,M3K15_HUMAN,MAP3K15 ASK3,Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 3) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15),HGNC:31689,MAP3K15,mitogen-activated protein kinase kinase kinase 15,1,1,1,STE,STE11,1,Pkinase,652.0,908.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.381206579,http://ndexbio.org/#/network/9a4fa332-5d92-11ea-bfdc-0ac135e8bacf,0
80122,sp|Q56UN5|M3K19_HUMAN,Q56UN5,M3K19_HUMAN,MAP3K19 RCK YSK4,"Mitogen-activated protein kinase kinase kinase 19 (EC 2.7.11.1) (Regulated in COPD, protein kinase) (SPS1/STE20-related protein kinase YSK4)",HGNC:26249,MAP3K19,mitogen-activated protein kinase kinase kinase 19,0,1,1,STE,STE11,1,Pkinase,1061.0,1324.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.534930783,http://ndexbio.org/#/network/a08d89b8-5d92-11ea-bfdc-0ac135e8bacf,0
10746,sp|Q9Y2U5|M3K2_HUMAN,Q9Y2U5,M3K2_HUMAN,MAP3K2 MAPKKK2 MEKK2,Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2),HGNC:6854,MAP3K2,mitogen-activated protein kinase kinase kinase 2,0,1,1,STE,STE11,1,Pkinase,356.0,616.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.9659368629999999,http://ndexbio.org/#/network/60106e66-5e22-11ea-bfdc-0ac135e8bacf,0
51776,sp|Q9NYL2|M3K20_HUMAN,Q9NYL2,M3K20_HUMAN,MAP3K20 MLTK ZAK HCCS4,Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK),HGNC:17797,MAP3K20,mitogen-activated protein kinase kinase kinase 20,0,1,1,TKL,MLK,1,Pkinase_Tyr,16.0,262.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.03447846,http://ndexbio.org/#/network/acbb36c4-5d92-11ea-bfdc-0ac135e8bacf,0
84451,sp|Q5TCX8|M3K21_HUMAN,Q5TCX8,M3K21_HUMAN,MAP3K21 KIAA1804 MLK4,Mitogen-activated protein kinase kinase kinase 21 (EC 2.7.11.25) (Mitogen-activated protein kinase kinase kinase MLK4) (Mixed lineage kinase 4),HGNC:29798,MAP3K21,mitogen-activated protein kinase kinase kinase 21,1,1,1,TKL,MLK,1,Pkinase_Tyr,124.0,400.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.684220285,http://ndexbio.org/#/network/b36573aa-5d92-11ea-bfdc-0ac135e8bacf,0
4215,sp|Q99759|M3K3_HUMAN,Q99759,M3K3_HUMAN,MAP3K3 MAPKKK3 MEKK3,Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (MAPK/ERK kinase kinase 3) (MEK kinase 3) (MEKK 3),HGNC:6855,MAP3K3,mitogen-activated protein kinase kinase kinase 3,0,1,1,STE,STE11,1,Pkinase,362.0,622.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.3606661869999999,http://ndexbio.org/#/network/6823ff4c-5e22-11ea-bfdc-0ac135e8bacf,0
4216,sp|Q9Y6R4|M3K4_HUMAN,Q9Y6R4,M3K4_HUMAN,MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1,Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAP three kinase 1) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4),HGNC:6856,MAP3K4,mitogen-activated protein kinase kinase kinase 4,0,1,1,STE,STE11,1,Pkinase,1343.0,1601.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.4182839319999998,http://ndexbio.org/#/network/6fe5c6b2-5e22-11ea-bfdc-0ac135e8bacf,0
4217,sp|Q99683|M3K5_HUMAN,Q99683,M3K5_HUMAN,MAP3K5 ASK1 MAPKKK5 MEKK5,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),HGNC:6857,MAP3K5,mitogen-activated protein kinase kinase kinase 5,0,1,1,STE,STE11,1,Pkinase,680.0,938.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.561954928,http://ndexbio.org/#/network/b7b2151c-5db0-11ea-bfdc-0ac135e8bacf,0
9064,sp|O95382|M3K6_HUMAN,O95382,M3K6_HUMAN,MAP3K6 ASK2 MAPKKK6 MEKK6,Mitogen-activated protein kinase kinase kinase 6 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 2),HGNC:6858,MAP3K6,mitogen-activated protein kinase kinase kinase 6,0,1,1,STE,STE11,1,Pkinase,649.0,906.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.745117299,http://ndexbio.org/#/network/c0d4a501-5db0-11ea-bfdc-0ac135e8bacf,0
6885,sp|O43318|M3K7_HUMAN,O43318,M3K7_HUMAN,MAP3K7 TAK1,Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25) (Transforming growth factor-beta-activated kinase 1) (TGF-beta-activated kinase 1),HGNC:6859,MAP3K7,mitogen-activated protein kinase kinase kinase 7,0,1,1,TKL,MLK,1,Pkinase_Tyr,36.0,282.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.195689867,http://ndexbio.org/#/network/cfb84a46-5db0-11ea-bfdc-0ac135e8bacf,0
1326,sp|P41279|M3K8_HUMAN,P41279,M3K8_HUMAN,MAP3K8 COT ESTF,Mitogen-activated protein kinase kinase kinase 8 (EC 2.7.11.25) (Cancer Osaka thyroid oncogene) (Proto-oncogene c-Cot) (Serine/threonine-protein kinase cot) (Tumor progression locus 2) (TPL-2),HGNC:6860,MAP3K8,mitogen-activated protein kinase kinase kinase 8,0,1,1,STE,STE-Unique,1,Pkinase,144.0,385.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.63462466,http://ndexbio.org/#/network/dce31bfb-5db0-11ea-bfdc-0ac135e8bacf,0
4293,sp|P80192|M3K9_HUMAN,P80192,M3K9_HUMAN,MAP3K9 MLK1 PRKE1,Mitogen-activated protein kinase kinase kinase 9 (EC 2.7.11.25) (Mixed lineage kinase 1),HGNC:6861,MAP3K9,mitogen-activated protein kinase kinase kinase 9,0,1,1,TKL,MLK,1,Pkinase,144.0,405.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.656240675,http://ndexbio.org/#/network/dbb5baf7-5d92-11ea-bfdc-0ac135e8bacf,0
11184,sp|Q92918|M4K1_HUMAN,Q92918,M4K1_HUMAN,MAP4K1 HPK1,Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1),HGNC:6863,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1,0,1,1,STE,STE20,1,Pkinase,17.0,274.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.043528762,http://ndexbio.org/#/network/7798e818-5e22-11ea-bfdc-0ac135e8bacf,0
5871,sp|Q12851|M4K2_HUMAN,Q12851,M4K2_HUMAN,MAP4K2 GCK RAB8IP,Mitogen-activated protein kinase kinase kinase kinase 2 (EC 2.7.11.1) (B lymphocyte serine/threonine-protein kinase) (Germinal center kinase) (GC kinase) (MAPK/ERK kinase kinase kinase 2) (MEK kinase kinase 2) (MEKKK 2) (Rab8-interacting protein),HGNC:6864,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,0,1,1,STE,STE20,1,Pkinase,16.0,272.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.699705488,http://ndexbio.org/#/network/e6c65f43-5d92-11ea-bfdc-0ac135e8bacf,0
8491,sp|Q8IVH8|M4K3_HUMAN,Q8IVH8,M4K3_HUMAN,MAP4K3 RAB8IPL1,Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3),HGNC:6865,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3,0,1,1,STE,STE20,1,Pkinase,16.0,273.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.0415132759999999,http://ndexbio.org/#/network/ed674d59-5d92-11ea-bfdc-0ac135e8bacf,0
9448,sp|O95819|M4K4_HUMAN,O95819,M4K4_HUMAN,MAP4K4 HGK KIAA0687 NIK,Mitogen-activated protein kinase kinase kinase kinase 4 (EC 2.7.11.1) (HPK/GCK-like kinase HGK) (MAPK/ERK kinase kinase kinase 4) (MEK kinase kinase 4) (MEKKK 4) (Nck-interacting kinase),HGNC:6866,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,0,1,1,STE,STE20,1,Pkinase,25.0,289.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.889168427,http://ndexbio.org/#/network/801b194e-5e22-11ea-bfdc-0ac135e8bacf,0
11183,sp|Q9Y4K4|M4K5_HUMAN,Q9Y4K4,M4K5_HUMAN,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (Kinase homologous to SPS1/STE20) (KHS) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5),HGNC:6867,MAP4K5,mitogen-activated protein kinase kinase kinase kinase 5,0,1,1,STE,STE20,1,Pkinase,20.0,277.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.964877322,http://ndexbio.org/#/network/f8e61cc5-5d92-11ea-bfdc-0ac135e8bacf,0
4117,sp|P20794|MAK_HUMAN,P20794,MAK_HUMAN,MAK,Serine/threonine-protein kinase MAK (EC 2.7.11.1) (Male germ cell-associated kinase),HGNC:6816,MAK,male germ cell associated kinase,0,1,1,CMGC,RCK,1,Pkinase,4.0,284.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.872378722,http://ndexbio.org/#/network/fe79445b-5d92-11ea-bfdc-0ac135e8bacf,0
9261,sp|P49137|MAPK2_HUMAN,P49137,MAPK2_HUMAN,MAPKAPK2,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1),HGNC:6887,MAPKAPK2,MAPK activated protein kinase 2,0,1,1,CAMK,MAPKAPK,1,Pkinase,64.0,325.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.301676889,http://ndexbio.org/#/network/e5db1972-5db0-11ea-bfdc-0ac135e8bacf,0
7867,sp|Q16644|MAPK3_HUMAN,Q16644,MAPK3_HUMAN,MAPKAPK3,MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK),HGNC:6888,MAPKAPK3,MAPK activated protein kinase 3,0,1,1,CAMK,MAPKAPK,1,Pkinase,45.0,304.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.250939201,http://ndexbio.org/#/network/0768dd64-5d93-11ea-bfdc-0ac135e8bacf,0
8550,sp|Q8IW41|MAPK5_HUMAN,Q8IW41,MAPK5_HUMAN,MAPKAPK5 PRAK,MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAP-K5) (MAPKAPK-5) (MK-5) (MK5) (EC 2.7.11.1) (p38-regulated/activated protein kinase) (PRAK),HGNC:6889,MAPKAPK5,MAPK activated protein kinase 5,0,1,1,CAMK,MAPKAPK,1,Pkinase,22.0,304.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.5093753769999998,http://ndexbio.org/#/network/87f23d74-5e22-11ea-bfdc-0ac135e8bacf,0
4139,sp|Q9P0L2|MARK1_HUMAN,Q9P0L2,MARK1_HUMAN,MARK1 KIAA1477 MARK,Serine/threonine-protein kinase MARK1 (EC 2.7.11.1) (EC 2.7.11.26) (MAP/microtubule affinity-regulating kinase 1) (PAR1 homolog c) (Par-1c) (Par1c),HGNC:6896,MARK1,microtubule affinity regulating kinase 1,1,1,1,CAMK,CAMKL,1,Pkinase,60.0,311.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.9092832670000001,http://ndexbio.org/#/network/8fbc4238-5e22-11ea-bfdc-0ac135e8bacf,0
2011,sp|Q7KZI7|MARK2_HUMAN,Q7KZI7,MARK2_HUMAN,MARK2 EMK1,Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b),HGNC:3332,MARK2,microtubule affinity regulating kinase 2,0,1,1,CAMK,CAMKL,1,Pkinase,53.0,304.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.826886075,http://ndexbio.org/#/network/9782766c-5e22-11ea-bfdc-0ac135e8bacf,0
4140,sp|P27448|MARK3_HUMAN,P27448,MARK3_HUMAN,MARK3 CTAK1 EMK2,MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1) (C-TAK1) (cTAK1) (Cdc25C-associated protein kinase 1) (ELKL motif kinase 2) (EMK-2) (Protein kinase STK10) (Ser/Thr protein kinase PAR-1) (Par-1a) (Serine/threonine-protein kinase p78),HGNC:6897,MARK3,microtubule affinity regulating kinase 3,1,1,1,CAMK,CAMKL,1,Pkinase,56.0,307.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.0414222019999997,http://ndexbio.org/#/network/1d84a7b8-5d93-11ea-bfdc-0ac135e8bacf,0
57787,sp|Q96L34|MARK4_HUMAN,Q96L34,MARK4_HUMAN,MARK4 KIAA1860 MARKL1,MAP/microtubule affinity-regulating kinase 4 (EC 2.7.11.1) (MAP/microtubule affinity-regulating kinase-like 1),HGNC:13538,MARK4,microtubule affinity regulating kinase 4,1,1,1,CAMK,CAMKL,1,Pkinase,59.0,310.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.054488345,http://ndexbio.org/#/network/241b5c9e-5d93-11ea-bfdc-0ac135e8bacf,0
22983,sp|Q9Y2H9|MAST1_HUMAN,Q9Y2H9,MAST1_HUMAN,MAST1 KIAA0973 SAST,Microtubule-associated serine/threonine-protein kinase 1 (EC 2.7.11.1) (Syntrophin-associated serine/threonine-protein kinase),HGNC:19034,MAST1,microtubule associated serine/threonine kinase 1,0,1,1,AGC,MAST,1,Pkinase,374.0,647.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.606442982,http://ndexbio.org/#/network/2aa2cf47-5d93-11ea-bfdc-0ac135e8bacf,0
23139,sp|Q6P0Q8|MAST2_HUMAN,Q6P0Q8,MAST2_HUMAN,MAST2 KIAA0807 MAST205,Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1),HGNC:19035,MAST2,microtubule associated serine/threonine kinase 2,1,1,1,AGC,MAST,1,Pkinase,512.0,785.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.905882835,http://ndexbio.org/#/network/2fedca4d-5d93-11ea-bfdc-0ac135e8bacf,0
23031,sp|O60307|MAST3_HUMAN,O60307,MAST3_HUMAN,MAST3 KIAA0561,Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1),HGNC:19036,MAST3,microtubule associated serine/threonine kinase 3,1,1,1,AGC,MAST,1,Pkinase,367.0,640.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.660964844,http://ndexbio.org/#/network/366adcb3-5d93-11ea-bfdc-0ac135e8bacf,0
