Q01217|3zzf
P00929|1c9d
P00734|1d4p
P04058|1gqs
1017|KUWIHKAUFMBQIR-SJPMHHPLSA-P
P07824|1hqh
P02911|1lag
P19491|1m5c
Q96CA5|1oxq
P15917|1pwp
Q9A5I5|1w25
P56817|1w51
P10344|1wdn
O32449|1wm1
P45448|1zh7
P60546|2f3r
P03951|2fda
P03366|2i5j
P02745|2jg8
Q53XS3|2nwn
Q8DR51|2oi2
P01106|2or9
O33853|2oyl
Q92WC8|2q89
Q9A5I5|2v0n
Q6DE08|2vgo
Q08638|2vrj
Q9ZLT0|2w4i
Q8WSF8|2w8f
Q9RFR0|2y4l
Q6L545|3ebl
P96222|3g1m
P00520|3k5v
------|3ls4
Q96ES7|3me9
Q96ES7|3mea
Q96ES7|3meu
P23470|3qcj
P46100|3ql9
Q9NRG4|3s7b
P05050|3t4v
Q8II92|3t70
8877|3vzd
6046|4a9m
Q8DQ18|4aaw
6046|4alg
23476|4bw3
Q6VMK1|4dj7
P43889|4e1k
Q9HZE7|4etz
Q9HZE7|4euv
P37231|4fgy
F0TRT1|4kil
Q8BGV8|4oag
Q7SID2|4ob1
Q7SID2|4ob2
Q07820|4oq5
P35120|4pow
P00918|4q08
X5EN43|4url
6046|4uyh
P15917|4wf6
P04632|4wq2
Q00987|4zfi
5209|5ajy
P55899|5bjt
P00492|5brn
23476|5d25
Q8Y8D7|5dhu
P31016|5hff
Q6DLV0|5hmy
------|5htl
79646|5kqd
P09960|5n3w
P00746|5nar
P00746|5nb6
Q505N7|5wqk
P00469|1nja
P25774|2op3
------|2p0x
D0VWX8|2pvu
P62944|3hs9
Q9D777|3k48
O96935|3q44
P42264|3u93
P02754|3uew
Q83883|3ur9
O75936|4bg1
U5XBU0|4cpy
B3PBE0|4d1j
P02766|4der
Q95WL3|4e1e
P63820|4nah
P0C6U8|4ovz
Q9K2N0|4pvo
P43813|4ufz
Q9H8M2|4z6i
A0R618|5ey8
B3Y653|5gmh
F7BJB9|5ix1
Q9BYW2|5lss
Q460N5|5lyh
Q9BY41|1t69
Q08638|1w3j
P66034|2c9d
P52732|2uyi
Q8WSF8|2wnc
P03367|2zga
P03367|3ckt
O96935|3ebh
P00523|3el7
P09616|3m3r
P55144|3qup
Q973T5|3w9k
P07900|4awq
P03372|4mgc
Q8I4V8|4qt2
P00918|5ekm
D3WZ85|5k8n
B0SWV2|5meh
P03366|5vqx
P04584|6upj
P00929|1c29
P00929|1c8v
P26281|1ex8
P62871|1xhm
P13513|1yys
P18031|2qbr
Q86X55|2y1w
P61157|3dxk
Q13541|3hxi
P56817|3nsh
P14555|3u8d
P56817|4i0z
P55212|4nbl
P24735|4nk3
A5K8L9|4tn4
O35904|4v0i
Q13822|4zg6
P0AES7|4zvi
P04637|5ab9
A5H660|5fue
O60341|5l3f
O95696|5n49
P22629|5n8w
Q09472|5nu5
P02766|5u48
P02766|5u4d
P02766|5u4f
O43924|5x72
P04587|1bdq
P04818|1i00
Q873X9|1w9v
P00918|1xq0
P07900|2byi
P26663|3cj5
P25779|3iut
Q07817|3zk6
P10845|4hev
Q9FYY0|4j3u
Q8A3I4|4jfw
5347|NDGADPPDJFZIAH-WOCWIRFMSA-N
P0A5R0|4muf
Q9H2K2|4pnr
P00740|4z0k
Q8NVG0|5elz
P63104|5ewz
Q9WVG6|5k8v
Q43965|5kbe
P42641|5m04
Q01064|5up0
P00730|1cbx
P00749|1gjb
P00749|1gjc
P05092|1mik
P00525|1qwf
P52732|1yrs
Q08638|2j7f
------|2p09
P08473|2qpj
P56817|3ckp
O43451|3ctt
Q5G940|3ed0
P15090|3fr5
5347|ZKTBJUFYOQWYSI-FIBSFDTOSA-N
5347|VSVDYIOCBBZMAT-FALOATQWSA-N
P19492|3rt8
P07236|4eo4
Q9H2K2|4hl5
P56817|4i0f
Q72GF3|4i67
Q2N379|4lq3
M9V5A4|4mk5
P23639|4qvm
P23639|4qw5
P56817|4zpe
P01801|5a2k
Q00955|5ctc
P9WNP1|5duc
P29375|5ivv
P06276|5k5e
Q13093|5lz5
P03366|5tuq
Q96KQ7|5tuy
P02766|5u4e
P00760|1c5q
P00772|1ela
P09467|1fta
P00760|1o2o
P02829|2iws
P0A4Z6|2y76
P00918|3oku
Q9NY33|3t6b
Q9NY33|3t6j
Q9HZN8|3uwo
Q9R0G6|3v2p
Q92673|3wsy
P56817|4j0y
I6WJ72|4j4v
P03372|4mg7
P26663|4mk7
P61823|4o36
P02753|4psq
P36639|5ant
Q8TCU6|5d3x
A9XG43|5dp8
23476|5hm0
P41148|5in9
P02766|5u4a
P14780|5ue4
P02924|6abp
P98170|1g3f
P02754|1gx8
P03366|1hbv
P05413|1hms
P05364|2q9n
Q7W019|2qpq
P0A017|2w9h
P00760|2zdk
P45452|3i7g
P00811|3o88
P00592|3qlm
O22265|3ui2
Q5EP34|4e5h
------|4gw1
Q0A480|4ks3
O67854|4mm4
5164|4mpe
P56817|4r91
Q96PN6|5d0r
P03433|5fdg
P29274|5g53
P49773|5klz
P25774|5qbv
P00800|5tln
O00408|5u7l
Q93009|5uqv
P51449|5vb6
Q8NBP7|5vll
P42790|1kdy
P29312|1qja
P29312|1qjb
5599|FFNMPOQOJQFFPA-QWMQRLLCSA-P
Q07343|1xm6
O35627|1xnx
P11838|2er0
Q16790|2hkf
D0VWX8|2q2c
B2R6A7|2wcg
Q9BZP6|2ybu
P03369|3hau
P56817|3l3a
P00797|3oqk
Q8P8F1|4f3h
23262|4nzn
Q9H2K2|4tki
P01892|4u6x
F2GKC3|4unn
P00918|4yyt
P56817|5f01
P0AC14|5v7a
P00918|6equ
O26232|1lol
P33247|1o79
Q9C1S9|1ocn
P03472|1xog
Q5EK40|3ess
P52286|3v7d
P00797|3vyd
P56817|4i12
P28720|4q4p
P0C6W3|4yoj
Q9H2K2|5akw
Q13394|5eom
O88703|5khk
P03366|5vqz
P09211|10gs
6714|IKUNLBZZXQAOEH-GOTSBHOMSA-N
6714|CWQCXCMJKQJOSO-GOTSBHOMSA-N
6714|MDNBACXSWUEHDM-VXKWHMMOSA-N
O67135|1c3r
P07267|1fq4
P0A715|1g7v
P17707|1i7c
P01834|1i7z
Q01693|1igb
P00760|1jrs
P00524|1nzv
P04585|1rth
P38398|1t2v
Q9Y376|1upk
P04816|1usk
P07906|1yvm
P63043|1z2b
Q8DP79|2ai7
P00517|2c1b
P19491|2cmo
P00489|2g9q
Q04609|2jbk
Q9GZQ8|2n9x
P00918|2nno
O75164|2qqs
Q8II92|2y8c
P00760|2zdl
Q9AMP1|3arq
P17707|3dz4
Q581W1|3jq9
B6YU74|3k1j
P78536|3kmc
P24588|3ll8
Q9FUZ2|3o3j
Q9FUZ2|3pn3
Q58517|3rsb
P00918|3s72
P96222|3sfi
Q8NEM0|3szm
P80188|3tf6
G3XCK4|3zll
P05164|3zs1
Q00944|4c7t
P56817|4dpf
Q9HZE7|4eu0
P55144|4ff8
Q9FV53|4je7
Q14790|4jj7
P96222|4m3b
G6TGY9|4mbc
B4EA43|4mss
P14210|4o3u
Q3J125|4p00
Q3J125|4p02
P26446|4pax
A1AC32|4qnu
Q28175|4rse
5347|KTWRANDMZYAXCZ-FSABZJPLSA-N
P00749|4x1r
Q83883|4xbd
Q9H8M2|4xy8
A0A0J9|4yv9
P08709|4zxy
P37353|5c5h
P14324|5dgm
Q24117|5e0l
Q9PPB4|5f1u
------|5g61
P15090|5hz8
O15540|5ura
P03366|5vqv
P0A538|1i80
P19491|1syh
Q08499|1xor
P02829|2cgf
P01024|2qki
P03367|2qnp
Q93009|2xxn
P42260|2xxw
P42260|2xxx
P00760|2zdm
Q93J45|3k5x
P62993|3mxy
P00918|3r17
Q9HU22|4b5b
23476|4j0r
P43490|4o1b
P30475|4o2f
Q48935|4zuo
A9XG43|5c20
Q9BV86|5cvd
P03372|5dxe
P02766|5ihh
P00800|5jxn
O00408|5u7j
P0AC14|5v79
3795|5wbz
L7R9I1|5wre
P00749|1o5a
Q9KI13|1r17
P00800|1thl
P04585|1tl1
P08709|1w0y
P18886|2fw3
Q08638|2j78
Q72547|2jle
------|2y36
P32589|3d2e
P03366|3is9
23476|4j0s
F0TRT1|4m5o
P54818|4ufh
P43249|4wnk
P00749|4x1n
Q00987|4zyc
------|5k4x
B5KVR9|5mm9
P00747|5ugg
P53934|5x62
P07986|1fh9
P11086|1n7j
P10828|1nax
P18031|2b07
P10153|2bzz
O43639|2cia
O34667|2fqo
P0AE18|2q94
Q96T88|3ask
Q9NTX7|3v3l
P00747|4cik
Q99WC0|4d3h
Q86PT9|4ge1
P18654|4m8t
P14625|4nh9
P28720|4q4r
Q8A3I4|4wsk
P11797|4z2j
Q6DHI5|6eo0
Q9NXA8|6eqs
P22216|1j4q
P50135|1jqe
P04058|1qti
P00517|1svh
P00734|2jh5
O14745|2m0u
P28523|2pvm
P56524|2vqj
P39045|2y59
P10824|3d7m
Q6MPX4|3ffu
O53512|3pfp
Q8IJH3|3s9y
P60472|3wyj
P18031|3zmq
A9JQL9|4ea1
A9JQL9|4ea2
Q9BYW2|4fmu
Q13451|4jfk
------|4jfx
Q9H2K2|4l2k
P00749|4os6
Q96PN6|4oya
J7QY30|4pde
Q6WVP6|4q3u
P58154|4qaa
Q9H2K2|4tjy
P24735|4wz4
Q9H2K2|5al2
Q07820|5fdo
P29375|5ivy
Q93YQ1|5wbl
C3W5S0|5wef
O95166|3d32
A5HZZ9|3qw5
P28720|4kwo
P00800|5jss
Q13822|5m7m
P45452|5uwm
P07435|1gt3
P28523|1m2r
P28720|1q4w
P28720|1r5y
Q07343|1ro6
P08709|1w2k
Q9A1B7|2ohv
Q48255|2xd9
P07900|2xdx
D0MI02|2y4m
P04058|3i6m
Q07869|3kdu
P19491|3pd8
Q18014|3zy2
P28523|4dgn
P0A6Y8|4hyb
P19491|4n07
23476|4x2i
Q9HGR1|4ymh
Q92793|5dbm
A7YT55|5efj
Q89ZI2|5fl0
------|5hka
Q92769|5iwg
D9IEF7|5ndd
P51449|5vb5
P02924|7abp
P14385|1aqj
Q07817|1bxl
P07986|1j01
P06400|1o9k
P07711|2xu4
P98170|3cm2
P00918|3s78
A9JQL9|3tfp
Q8WSF8|4aft
P55210|4fea
O92972|4ju4
Q4QBL1|4jzb
B7QK46|4mhy
P0A5R0|4mq6
Q12341|4psx
Q980A5|4rd3
O60341|4uv8
P00749|4zhl
P07445|5ai1
P29375|5c11
C3W5S0|5cgv
P56817|5he5
P97287|5mes
Q9H2K2|5nsp
Q07820|6b4l
P00489|1c50
P0A884|1f4g
P04058|1gpn
Q08499|1q9m
P39265|1rpj
P14324|2f89
P97571|2nqg
A1QMT0|2oz5
P32396|2q2n
P24182|2w6p
P24182|2w71
Q8WSF8|2wnj
------|2x24
P09467|2y5l
P39958|3cph
P47075|3g3r
Q9KU37|3gsm
P00918|3ieo
3795|3nc9
Q9GK12|3ogx
P02766|3p3u
5347|FRVFCVOVNHEDMT-ZEJNGAGRSA-N
V5IRU3|4kon
P03372|4mg8
Q99523|4n7e
P63820|4nat
P83734|4pvv
Q9PTN2|4q0a
Q6WVP6|4q3t
P0C6W3|4yoi
------|5etq
P14489|5fq9
P13053|5gic
P04825|5mfs
P01724|1dl7
P00811|1fsw
P26281|1ru2
P21631|1s4d
Q02410|1x11
Q3MIV7|2h02
P07900|2qf6
P35775|2ygu
P33316|3ara
P19491|3bft
O43597|3bum
Q00955|3h0j
P00918|3mho
P0C6U8|3mj5
P56073|3muf
Q9GK12|3nw3
Q91977|3qel
Q1W640|3s0b
P56817|3u6a
P14555|3u8h
Q53EZ4|3wut
Q00944|4brx
Q07599|4d8s
Q8IJK2|4eoy
Q8SDV3|4gv8
Q07820|4hw3
Q38C91|4mwb
P21579|4v11
Q9QZH4|4yee
Q9H2K2|4z68
O75530|5h19
P49773|5i2f
Q15370|5nw2
Q01454|5nxq
------|5tuo
P62157|1xa5
P11086|2g72
P00489|2gj4
P00918|2weg
P00517|3bwj
Q9H2K2|4kzu
O67854|4mme
Q38C91|4mw4
Q04609|4oc0
P23639|4qws
P00918|4yxi
Q87GI4|5kew
------|5tt8
P33247|1h3c
P22629|1vwf
Q9HYN5|2jdh
P17427|2jkt
P08254|2usn
P07900|2xjj
Q8WSF8|2y56
P26663|3cj4
P0AEE3|3gds
P17752|3hf8
Q99549|3r93
Q06GJ0|3wmc
O54438|4bo9
P00811|4e3o
Q6ND88|4fut
Q9H2K2|4hlg
Q07820|4zbi
P63104|5j31
P00800|5jvi
P56817|5kqf
O60341|5lgt
Q9WUL6|5t8o
P04574|1alw
P01837|1ct8
P07822|1esz
P04117|1g74
P07435|1gt4
1017|AKAOLNNHCVGZIP-IQAJLVHRSA-P
P61823|1j80
P22216|1k3q
P0ABP8|1k9s
Q8RJN5|1m21
P19491|1mqh
P11588|1qy1
P56740|1rsd
P35844|1zhy
P08709|2f9b
P05880|2fx8
P59641|2gz7
P18031|2h4g
Q7B8V4|2ima
P39009|2jql
P00915|2nn7
P18031|2nt7
Q0VDX6|2ntf
P45381|2o4h
P00489|2off
P28523|2oxy
Q7VXB1|2pfy
Q9R1M7|2rc8
P04062|2v3e
P18031|2vev
P21333|2w0p
P62158|2w73
P00760|2zft
P03367|3bva
Q8WUI4|3c10
Q24451|3dx3
Q9UJY5|3g2v
P02879|3hio
P09211|3hjo
------|3hzv
P00760|3ljj
P77348|3o9p
D3GV56|3p4q
Q9GJ77|3rwf
Q8DNV6|3zm6
P34179|4aig
O54438|4bo3
Q9GZT9|4bqx
Q0ED31|4dko
Q0ED31|4dkr
P0A6Y8|4ezo
P16088|4fiv
O95271|4krs
Q3TBT3|4loj
O00255|4og5
Q9K2N0|4pvt
Q9JYV4|4qme
Q9Y5Y6|4r0i
Q86C09|4rxd
Q95XC8|4tzn
Q20305|4tzq
Q8I5R7|4ydq
Q7D2F4|4zeb
Q9H2K2|5al4
P00772|5est
------|5etr
Q9BY41|5fcw
P04190|5fqb
------|5g60
------|5kau
Q15370|5nw0
------|6axk
P62508|2p7g
P58154|3wtj
P58154|3wtk
O67854|4mmf
P23639|4qvl
P30405|5a0e
P34913|5alm
P00734|1d3q
P04036|1drv
P33247|1h39
P04818|1hvy
P00760|1o3l
Q70I53|1zz3
P0AE18|2evc
Q43088|2h21
Q9HYN5|2jdk
P00760|2zfs
P00760|2zhd
P39086|2zns
Q9UNA0|3b8z
P07900|3d0b
P08559|3exf
P39086|3fuz
Q08499|3g4k
P19801|3hii
P62993|3mxc
P21146|3pvu
Q08499|3sl8
Q8TEK3|3sr4
P37231|4a4v
P05121|4aqh
Q16853|4btx
O43570|4ht2
P28720|4leq
Q96EP0|4p0b
Q9EQY0|4pl3
23476|4ps5
Q9CPU0|4pv5
P05050|4rfr
Q03555|4u90
D6E1Y1|4uac
Q6DHI5|4uu8
Q15370|4w9k
Q14U76|5cfa
------|5hk9
Q9BYW2|5lsy
Q9BE39|5n69
P0ABQ4|1dhj
P33247|1h3a
P05413|1hmr
O85361|1hp5
P45446|1n4h
5347|WLPDOYXBERNAJQ-IIWZJXAKSA-O
5347|QOHWXDSXQQWSDW-AHBMLCCKSA-O
P07900|1yc4
P00918|1yda
P00742|2bok
Q28372|2fgh
P19491|2i3v
P62158|2n27
P00517|2uw6
P42260|2xxr
P09960|3cho
Q1W640|3s0e
23476|4clb
P56817|4frj
Q9H2K2|4iue
P68135|4k42
P02753|4o9s
O00255|4og3
Q9H2K2|4tkf
O59010|4x2s
P96856|5cxi
P21146|5he3
C0LGR3|5hyx
G0RY29|5ijj
Q8IKG4|5jaz
O75608|5sym
Q8IB67|5tpx
Q9H8S9|5twh
Q99257|2khh
P00760|2zq2
C3P9L8|4db7
P28720|4lbu
Q4WP27|4lnb
B0RM05|5h5o
23476|5u2e
P19438|1ft4
P08059|1gzv
P22629|1sld
Q9UJY5|1ujk
P05089|1wva
Q08499|1y2c
Q9JIR4|1zub
P00772|2cv3
P29724|2fqy
Q3J1R2|2hzl
P46100|2lbm
P12497|2m3z
P03367|2pwc
P46925|2r9b
P98170|3cm7
Q820T1|3il6
P00740|3lc5
P62993|3ove
Q8TEK3|3qox
A5K4U6|3rbm
P00918|3sax
A9JQL9|3tfn
P37268|3wci
P56817|4fs4
P43378|4ge5
P22736|4jgv
Q9H2K2|4l0i
O80992|4la7
O70370|4mzo
P23639|4nnn
Q2YQ76|4py2
P24735|4x68
Q48935|4zum
P34913|5aln
P55201|5c7n
P11838|5er2
P11021|5evz
Q70I53|5g1a
Q8IKG4|5jnl
P00778|5lpr
Q5KTN5|5nwk
P00760|1k1i
P62508|2p7z
Q9NXS2|3pb9
B3PGI1|4cd4
P06202|1b58
P08179|1c2t
P08179|1c3e
P16088|1fiv
P02768|1hk3
Q90EB9|1izi
P04271|1mq1
P11086|1n7i
P00772|1qr3
P07900|2byh
Q12051|2e91
P28523|2pvh
P03367|2pwr
P63103|2v7d
------|2xzq
Q9KU37|3gs6
Q13526|3kah
Q07869|3kdt
P0AD64|3opr
O96935|3t8v
Q06124|3tl0
P61964|3uvn
P37268|3wcl
O54438|4bnz
Q9Y2R2|4j51
P61006|4li0
Q6WVP6|4q3s
P12497|4qnb
Q9BY41|4rn0
Q14416|4xas
P34913|5akh
O00255|5ddd
Q9GK12|5e0a
Q9RMI1|5ew0
P02766|5l4i
------|5v3x
P00734|1ad8
Q04631|1d8e
P18031|1g7g
P03372|1gwr
P56690|1jzs
P00918|1kwr
P04058|1vot
P03951|1zpc
Q9NZD2|2euk
Q24451|2f7p
P0AE18|2gg2
P0AE18|2gg5
P37231|2gtk
Q89ZI2|2j4g
Q9HYN5|2jdp
A6XFF7|2wly
P07900|2xhx
P0A4Z6|2y77
P29373|3cwk
------|3dgl
P19492|3dln
Q24451|3ejs
Q24451|3eju
P98170|3eyl
Q7CX36|3ip6
O15151|3jzp
P00915|3lxe
Q00987|3tu1
P22736|3v3q
Q16531|4ci1
Q0ED31|4dkq
P07900|4efu
Q9Y657|4h75
6046|4mr5
6046|4mr6
P0A5R0|4muk
Q04609|4oc1
Q13285|4qk4
23476|4qr4
P51449|4wpf
P69441|4x8o
P06276|4xii
P56817|4ybi
A2RI36|4zzd
P34913|5alk
P56817|5f00
23476|5i88
Q8NHY2|5igq
5347|ZFHWSIYHGYTIMC-POLZQSNISA-P
P08235|5l7e
Q15370|5nw1
P22748|3f7u
P00918|3kig
Q9H9B1|3mo2
Q9QYJ6|3qpo
P42575|3rjm
P23639|4nnw
P23639|4qw3
P34913|5ai9
P61823|1afk
P73797|1ii5
Q24306|1jd5
Q07869|1kkq
------|1s3k
Q13370|1soj
P04585|1tkz
P07906|1xnz
P18031|2cnf
Q6G7I0|2ews
Q08638|2j7b
P02701|2jgs
P02829|2vwc
P00760|2zq1
P00760|3aav
P0A5J2|3iu9
P03369|3ka2
P00760|3ljo
Q6PKX2|3m93
P27487|3opm
Q06GJ0|3ozp
P11838|4er1
P78540|4ixv
5164|4mpn
Q980A5|4rd0
F2GKC3|4unq
Q9UBL3|4x8n
Q3ZC95|4y94
2534|FIGJLUWQDMNHFD-ZHTQEPFFSA-O
G3FT00|5ejl
P22515|5l6h
Q8TEK3|5mw3
Q96RI1|5q0j
O95372|5syn
------|5t1l
O14684|5t37
P00747|5ugd
O00482|5unj
------|5v42
Q72MQ6|5w10
------|5yjp
P00778|8lpr
P00523|2qlq
P00918|2x7t
P37231|2yfe
P11609|3arb
A2RI36|3f8f
Q000H7|4eyr
------|4jg1
Q9H2K2|4l0v
23476|4lyw
Q07343|4nw7
P27487|4pv7
Q28175|4rsc
P07900|4xip
P12493|4xrq
P00800|5jt9
23476|5u2c
O00408|6b97
P00727|1lcp
P08254|1sln
P26281|1tmm
P31335|2b1g
Q99AU2|2d3z
A0QWG6|2gej
Q96QZ7|2kpl
3055|LMGWDYUABULKQA-UNXHKMKHSA-O
P08254|2srt
P97612|2wap
P09467|2wbd
P07900|2wi6
A5GZX3|2za0
P07900|3b26
Q01853|3cf1
Q9Y3Q0|3fee
P98170|3g76
Q18014|3zy5
Q9AIU7|4cc6
B4EB35|4e8z
Q59EJ3|4io8
H0Q6L9|4jit
Q86C09|4rxe
P02924|5abp
P49773|5i2e
Q13093|5jap
Q13093|5jat
P0AES6|5l3j
Q92793|5nu3
Q08638|2j75
A8DS38|2pre
P27487|3eio
P00918|3mzc
P07700|3zpr
P05089|4hww
K4NGD4|4yha
P60953|1a4r
P00730|1cps
P00772|1elc
O89100|1h3h
P00749|1o3p
Q5SH52|1wur
P00734|2c8x
Q6DLV0|2j7w
Q9BY41|2v5x
Q89ZI2|2xj7
P09467|2y5k
Q7BJM5|2yz3
P25774|3iej
Q00987|3lnj
P04585|3lp2
P07900|3ow6
P28523|3pwd
Q8NEM0|3shv
Q62696|3uat
Q9SPP9|3zj6
Q9H2K2|4bjb
23476|4e96
O59010|4izm
O92972|4j08
O43924|4jv6
Q14790|4ps1
D6D1V7|4v27
P09382|4y24
P78417|4yqu
P11797|4z2g
P51449|4zjw
P50579|5cls
23476|5cy9
P98170|5m6f
Q93009|5n9t
Q9NR97|5wyx
P56817|6bfw
Q8KKW2|3ew2
Q9A5I0|3g19
O14684|4yl1
P19491|5fho
P04587|1bdr
P00749|1c5x
P10688|1mai
P37231|1zeo
P18031|2cm7
P29724|2fqw
P02829|2iwx
P11086|2ony
P18031|2qbs
P00918|2qp6
P18886|2rcu
P56817|2wf0
O15151|3dab
P09211|3ie3
P05804|3lpf
Q88PQ6|3o75
3795|3qa2
A8DG50|3su1
Q9Y233|3ws8
P64012|3zhx
Q10714|4ca8
P22102|4ew2
5602|XGHGIOSCTRPQEE-NCKQPBNLSA-O
P62623|4h4e
Q9H2K2|4l2g
O95470|4q6r
P56817|4rrs
P26639|4ttv
P00352|4wpn
Q8IEW2|5n8v
P42264|5o4f
P58154|5t90
P0ACT8|6ayi
P09955|2jew
P05543|2xn5
Q9HU22|4b4m
E0PTS8|4d8i
O67854|4mm6
U8MRX2|5a6x
P34913|5alf
P51449|5ejv
A2IC68|5fs5
Q64610|5m0s
6714|JJLBNXNKAKRVHB-GOTSBHOMSA-N
P00929|1a50
P06202|1b0h
P06202|1b3g
P0A825|1dfo
P00772|1eld
P28720|1f3e
Q9UKM7|1fo3
P23905|1gca
Q9GPQ4|1hp0
P37231|1i7i
Q9WZC2|1jq3
P00811|1ke3
P00363|1kf6
Q9N1E2|1koj
P02692|1lfo
P04631|1mwn
Q9I4K6|1nki
P42574|1nms
P00778|1p10
P41148|1qy5
P19793|1rdt
P05132|1rek
P20701|1xdd
P30464|1xr8
P00489|1z6q
Q00959|2a5s
P26043|2emt
Q9NZD2|2eum
Q9NZD2|2evl
P07900|2fwy
P56817|2is0
O43559|2kup
Q12163|2lcs
P07148|2lkk
P14780|2ow0
P28523|2oxx
P0A552|2py4
P56817|2va7
P52732|2x7d
P02829|2xx5
P32589|3c7n
P07900|3eko
------|3hzk
P02766|3ipb
P52732|3k3b
P00918|3mhi
P14350|3oyl
P00436|3pck
P10384|3pgu
Q9BY41|3sff
Q8II92|3t60
Q8II92|3t64
Q80J95|3upf
P05164|3zs0
P06026|4apr
P56817|4azy
O54438|4bo0
Q9X0C6|4ewn
Q9ALJ4|4fns
P98170|4hy0
E9P5T5|4io2
O92972|4jjs
C5AP93|4jyc
Q9Y5Y6|4jz1
O95271|4k4f
Q9WJM2|4lh5
V5IRV2|4lkj
Q9H2K2|4m7b
P0A7Z4|4mex
P0A5R0|4mue
Q38C91|4mw2
132|4o1l
P00523|4o2p
P00749|4os2
P00797|4pyv
P9WKD3|4qhc
Q95XC8|4tzm
------|4u5t
A6NFY8|4uit
F2GKC3|4uns
Q00688|5d75
O75164|5f2s
Q70I53|5g17
O15382|5i5x
P22515|5l6j
------|5lc0
P0AES7|5mmn
Q15370|5nvv
Q9BXF3|5v84
Q8N884|5v8n
P08659|5wys
P14324|2f94
B3PGI1|4cd5
P56273|4jrg
O00255|4og6
P14324|4pvy
A8EVM5|5kls
------|5tt3
23476|5u2f
Q14209|1n4m
P14598|1ov3
P02753|1rbp
P56817|2f3f
Q9HYN5|2jdu
P11474|2pjl
Q96T58|2rt5
Q8VPB3|2vpn
11284|2w3o
P00742|2xc0
O26232|2zz6
Q8NR95|3aqt
P07900|3bm9
P10408|3bxz
Q9DBG9|3diw
P09960|3fun
Q10103|3g7l
P04905|3gst
P56817|3kyr
O43451|3l4v
O43451|3l4z
P56817|4djv
P56817|4dv9
O95271|4dvi
676|4flp
Q57ZL6|4i73
Q57ZL6|4i74
P27694|4lwc
P27694|4o0a
P04825|4q4e
P00492|4raq
P09955|4uia
Q9BV86|5e1m
P04905|5fwg
P57772|5izk
P19491|5ng9
Q9X1T1|5o58
P08709|5tqe
Q28175|5ulg
------|5v3y
P51449|5vb7
P04584|1jld
P33247|1o6h
P19491|1wvj
P13746|1x7q
P18031|2cma
P37231|2q8s
P52732|4a51
Q3TBT3|4kby
R4RZI6|4mx0
P28720|4pum
P00918|4r5b
Q15370|4w9h
P34913|5aly
A5K8L9|5gvm
Q13093|5i8p
P00800|5js3
P03958|1add
P50579|1r5h
P00734|1tmb
P04816|1usi
P03367|2azc
Q7SRY5|2p3d
P26446|2pax
P18031|2vex
P56817|2vj9
Q3UDT3|2wxf
Q10714|2x91
P00734|2zc9
P00734|2zgx
------|3dgo
P09960|3fh8
Q9KS12|3fzy
P00918|3m67
P14324|3n6k
P00918|3oim
Q9WYW0|3pdh
O75164|3pdq
P83916|3q6s
P23946|3s0n
Q9R1E6|3wav
Q8DNV6|3zm5
O54438|4bo6
P12821|4ca6
P61964|4cy1
P22102|4ew3
P0A8M3|4hwr
P56817|4j0t
Q9H9E1|4lg6
Q92769|4lxz
Q5SLE7|4odn
Q96EP0|4oyk
Q04609|4p4e
O15151|4rxz
P51449|4wlb
P0AEX9|4wmu
P56817|4zpf
P39748|5fv7
Q2N0S5|5u7m
O43924|5x73
P00929|1cx9
P00489|1h5u
P03369|3ekq
Q13526|3ikd
Q16531|4ci2
P07900|4cwt
Q9BY41|1w22
P00491|2on6
P11609|3ard
Q9HU22|4b4g
Q9HWD2|4fn5
Q6GJI9|4hlc
------|4jg0
P08709|4jzf
P14324|4pvx
Q8IKG4|5jmw
Q96RI1|5q0u
P49773|5wa9
Q56691|1bkj
P18031|1bzh
P02768|1hk2
P19491|1mqd
P19491|1ms7
P00760|1o30
P00760|1o3j
P00760|1o3k
P28523|1om1
P18031|1ony
P00760|1qb1
O70161|1y19
P00517|2c1a
P00517|2jdt
P09955|2piz
Q61686|2rvn
P00517|2vo7
O89100|2w10
Q48255|2xb9
P03314|3evf
P19493|3fas
P39086|3fvn
P42574|3gjt
P56817|3ine
P00918|3m40
P39045|3zcz
P07900|4cwp
P00797|4gj7
Q9H2K2|4hlm
P56817|4i10
Q9HYR3|4j8t
Q86WV6|4loi
23262|4nzo
Q04609|4p4f
P19491|4x48
O14744|4x63
Q48935|4zup
P02766|5ayt
P9WK17|5ecv
Q67PY4|5eue
Q86U86|5fh8
O88703|5khi
Q89ZI2|5mi5
P36639|5ngs
Q15370|5nvw
Q15370|5nvz
P31153|5ugh
P19793|3fal
Q88EQ6|3kyf
P23639|4hnp
G3XD46|4kqo
Q9H2K2|4ui5
P05880|4wy7
C9ZSP7|5ahu
A5K8L9|5gvp
Q6VT21|5mte
Q8VHN2|2rcb
A8DG50|3su0
P29373|4i9s
Q9H2K2|4l31
23476|4ogj
Q9I194|4wkv
P47900|4xnv
Q8IXJ6|5dy5
P01867|1fl3
Q08499|1mkd
P45446|1nq7
P00772|1okx
P19491|1p1n
P56273|1ttv
Q08499|1y2e
P0A6K3|2ai8
23476|2n3k
Q10714|2xhm
P07711|2xu3
P10845|3c88
P09960|3fui
P00730|3fx6
A5K8X6|3ihz
P02928|3mbp
P00749|3qn7
